municipio;ano;codigo;quant__estabelecimentos;dummy_mtpb;PREC2017_mean;TEMP_2017_mean;area_fr;s_assistencia_fr;despesas_fr;idade_m75_fr;producao_fr;propietarios_fr;quant_estab_irrigacao_fr;quant_pessoas_ocupadas_fr;quant_trator_implem_fr;num_estab_armazenadoras_fr
Iraquara (BA);2017;2914406;1525;0;372,4;22,51;9,713539016;0,961967213;5,777393443;0,184918033;6,696276721;0,184918033;0,09442623;3,211803279;0,023606557;0,026229508
Aquiraz (CE);2017;2301000;661;0;985,55;27,7575;1,448838124;0,969742814;4,742612708;0,360060514;6,69174584;0,360060514;0,057488654;1,714069592;0,018154312;0
Almadina (BA);2017;2900900;6;0;1530;23,18;17,16666667;1;3,261;0,333333333;6,683;0,333333333;0;2,166666667;0;0
Bacabal (MA);2017;2101202;494;1;1681,175;28,205;13,28530364;0,975708502;2,800997976;0,153846154;6,668356275;0,153846154;0,028340081;2,366396761;0,022267206;0,012145749
Lontra (MG);2017;3138658;112;0;775,1;25,49;20,01919643;0,946428571;4,5563125;0,3125;6,665767857;0,3125;0,107142857;2,508928571;NA;0,089285714
Salgadinho (PB);2017;2513000;19;0;366,6;23,3;17,82631579;0,631578947;5,098105263;0,315789474;6,641473684;0,315789474;0,315789474;2;0;0
Alagoa Grande (PB);2017;2500304;581;0;822,666667;24,476667;9,983471601;0,822719449;5,649123924;0,256454389;6,629332186;0,256454389;0,051635112;2,765920826;0,030981067;0,024096386
Itarema (CE);2017;2306553;589;0;1035,35;28,38;4,993974533;0,945670628;4,276719864;0,176570458;6,627453311;0,176570458;0,025466893;2,702886248;NA;0
São João do Manteninha (MG);2017;3162575;12;0;802,9;22,96;14,37558333;1;7,961666667;0,25;6,618833333;0,25;0,25;2,416666667;NA;NA
Carutapera (MA);2017;2102903;199;0;2067;27,723333;32,82878392;0,994974874;1,688175879;0,130653266;6,616788945;0,130653266;0,035175879;3,145728643;0;0,005025126
São Sebastião do Oeste (MG);2017;3164605;113;0;1100,1;20,165;17,7799292;0,982300885;18,10723009;0,389380531;6,59159292;0,389380531;0;1,707964602;0,256637168;0,008849558
Trajano de Moraes (RJ);2017;3305901;91;0;812,35;22,56;30,72004396;0,846153846;8,772230769;0,274725275;6,588516484;0,274725275;0,296703297;1,846153846;0,076923077;0,043956044
Serra do Mel (RN);2017;2413359;95;0;494,05;27,13;39,23565263;0,842105263;5,779189474;0,252631579;6,586442105;0,252631579;0;2,263157895;NA;0,042105263
Catuji (MG);2017;3115458;89;0;772,3;22,66;25,4841573;0,853932584;9,24594382;0,247191011;6,582651685;0,247191011;0,08988764;2,674157303;NA;NA
Serra Caiada (RN);2017;2410306;146;0;785,2;24,98;14,11813014;0,821917808;7,613417808;0,232876712;6,578589041;0,232876712;0,034246575;2,506849315;0,054794521;0,04109589
Anchieta (ES);2017;3200409;57;0;1266,1;24;8,895526316;0,771929825;8,407421053;0,298245614;6,565245614;0,298245614;0,052631579;1,894736842;0,070175439;0,01754386
Águas Formosas (MG);2017;3100906;570;0;767,175;23,1275;18,42349123;0,989473684;4,156889474;0,198245614;6,564661404;0,198245614;0,003508772;2,50877193;NA;NA
Ervália (MG);2017;3124005;110;0;961,7;20,2;13,16499091;0,909090909;5,370009091;0,3;6,562654545;0,3;0,018181818;2,154545455;0,109090909;0,263636364
Barra de Guabiraba (PE);2017;2601300;56;0;1345,2;23,2;4,296821429;1;4,11975;0,285714286;6,549535714;0,285714286;0,410714286;2,214285714;NA;0
Bequimão (MA);2017;2101905;1134;0;1874,3;28,07;1,695975309;0,980599647;2,262443563;0,182539683;6,528926808;0,182539683;0;2,544973545;NA;NA
Lago da Pedra (MA);2017;2105708;276;0;1435,833333;27,973333;17,10523551;0,996376812;3,367518116;0,115942029;6,514695652;0,115942029;0,007246377;3,289855072;NA;0,050724638
São João das Missões (MG);2017;3162450;241;0;708,1;26,21;13,61493776;0,962655602;4,018136929;0,232365145;6,512995851;0,232365145;0,170124481;3,842323651;NA;0
Amparo do Serra (MG);2017;3102506;159;0;961,7;21,1;9,788628931;0,691823899;4,304553459;0,320754717;6,501515723;0,320754717;0,062893082;1,974842767;NA;0,238993711
Pedro Régis (PB);2017;2512721;278;0;785,2;25,82;4,713388489;0,931654676;4,47207554;0,298561151;6,498;0,298561151;0,097122302;1,845323741;NA;NA
Formosa da Serra Negra (MA);2017;2104099;489;1;1217,45;26,7575;46,76539264;0,989775051;4,768799591;0,145194274;6,485576687;0,145194274;0,00204499;3,588957055;0,067484663;0,00408998
Glória (BA);2017;2911402;506;0;501,05;25,87;11,46312055;0,928853755;6,686456522;0,26284585;6,479142292;0,26284585;0,318181818;3,861660079;0,023715415;0,015810277
Vargem Alegre (MG);2017;3170578;42;0;958,4;21,98;23,86897619;0,976190476;6,004452381;0,261904762;6,467904762;0,261904762;0,142857143;1,714285714;0,095238095;0,642857143
Adrianópolis (PR);2017;4100202;249;0;1577,566667;20,483333;12,69563052;0,935742972;5,151690763;0,257028112;6,460373494;0,257028112;0,048192771;2,144578313;NA;0
Turiaçu (MA);2017;2112407;1349;0;2005,8;27,863333;3,051865085;0,996293551;1,562951816;0,114899926;6,455209785;0,114899926;0,009636768;2,804299481;NA;NA
Joanésia (MG);2017;3136108;105;0;958,4;22,28;14,1483619;0,99047619;5,192895238;0,295238095;6,45367619;0,295238095;0,038095238;1,828571429;0;0,057142857
Braúnas (MG);2017;3108800;105;0;947,4;21,935;14,82537143;0,923809524;6,567180952;0,285714286;6,435019048;0,285714286;0;2,380952381;0;0,257142857
Sampaio (TO);2017;1718808;224;1;1811,25;28,185;3,461044643;0,973214286;2,123276786;0,147321429;6,433526786;0,147321429;0,008928571;2,303571429;0;NA
Nova Ipixuna (PA);2017;1504976;230;0;2041,5;28,515;24,65676522;0,930434783;4,592673913;0,156521739;6,432434783;0,156521739;0,017391304;3,391304348;NA;0,004347826
Ubaitaba (BA);2017;2932200;18;0;1530;23,6;9,916666667;0,777777778;3,062222222;0,333333333;6,430111111;0,333333333;0,388888889;2,722222222;0;0
Maricá (RJ);2017;3302700;36;0;950,25;23,47;16,62972222;0,861111111;8,659833333;0,555555556;6,424027778;0,555555556;0;1,833333333;NA;NA
Bento Fernandes (RN);2017;2401602;71;0;581,8;25,95;12,55194366;0,929577465;3,925028169;0,154929577;6,422859155;0,154929577;0,014084507;3,661971831;NA;0,014084507
Jequié (BA);2017;2918001;329;0;860,42;22,92;32,12287234;0,939209726;7,823924012;0,197568389;6,420866261;0,197568389;0,443768997;2,568389058;0,05775076;0,018237082
Pajeú do Piauí (PI);2017;2207355;276;0;747,466667;28,716667;35,42511957;0,992753623;24,30958696;0,202898551;6,41390942;0,202898551;0,06884058;2,315217391;NA;NA
Currais Novos (RN);2017;2403103;37;0;430,1;24,375;11,39194595;0,918918919;7,867621622;0,243243243;6,407162162;0,243243243;0,297297297;2,216216216;0;0,027027027
Entre Folhas (MG);2017;3123858;25;0;958,4;21,98;12,32608;1;3,81388;0,16;6,3906;0,16;0,04;3;0;0
Pirapora (MG);2017;3151206;83;0;780;24,345;11,87922892;0,698795181;5,541638554;0,144578313;6,387253012;0,144578313;0,385542169;2,771084337;0,096385542;0
Santa Helena (MA);2017;2109809;593;0;1884,14;27,844;8,764269815;0,984822934;3,735445194;0,119730185;6,385389545;0,119730185;0,129848229;3,445193929;NA;0,001686341
Caetité (BA);2017;2905206;1218;0;627,6;23,695;10,91248768;0,988505747;2,784429392;0,20771757;6,377422824;0,20771757;0,373563218;2,554187192;0,013957307;0,001642036
Caldeirão Grande do Piauí (PI);2017;2202091;692;0;475,8;26,63;19,51471243;0,984104046;3,538333815;0,183526012;6,364560694;0,183526012;0,001445087;2,145953757;0,023121387;NA
Rio Branco do Sul (PR);2017;4122206;408;0;1468,2;17,935;11,70478431;0,919117647;6,424490196;0,220588235;6,363169118;0,220588235;0,075980392;1,850490196;0,090686275;0,053921569
Mercês (MG);2017;3141603;132;0;1021,6;20,83;15,37459848;0,856060606;8,571666667;0,272727273;6,358719697;0,272727273;0,060606061;2,068181818;0,083333333;0,045454545
Pedra (PE);2017;2610806;349;0;731,25;22,2125;8,266859599;0,928366762;3,752581662;0,240687679;6,348114613;0,240687679;0,037249284;1,922636103;0,011461318;0,048710602
Santa Fé de Minas (MG);2017;3157609;41;0;823,6;24,886667;42,49268293;0,926829268;4,23595122;0,219512195;6,339829268;0,219512195;0,024390244;3,512195122;NA;0,073170732
Bom Lugar (MA);2017;2102077;217;1;1654,6;28,135;6,506953917;1;1,666488479;0,105990783;6,337322581;0,105990783;0,00921659;2,755760369;NA;0,041474654
Fronteira dos Vales (MG);2017;3127057;42;0;776,9;22,6;8,235238095;0,619047619;3,827380952;0,19047619;6,335285714;0,19047619;0,023809524;1,261904762;0;0
Resplendor (MG);2017;3154309;47;0;1009,95;23,965;49,15451064;0,723404255;14,80838298;0,319148936;6,33493617;0,319148936;0,29787234;2,893617021;0,063829787;0,255319149
Alto Alegre do Maranhão (MA);2017;2100436;82;1;1672,9;28,15;23,81612195;0,890243902;3,082146341;0,219512195;6,309695122;0,219512195;0,024390244;3,573170732;NA;0,012195122
Marcolândia (PI);2017;2205953;300;0;475,8;26,63;14,46180333;0,93;1,849026667;0,146666667;6,308253333;0,146666667;0;2,616666667;NA;NA
Santa Maria do Suaçuí (MG);2017;3158201;188;0;936,4;24,08;17,35264362;0,835106383;4,751356383;0,207446809;6,303521277;0,207446809;0,244680851;2,186170213;0;0,409574468
Igarapé Grande (MA);2017;2105203;167;1;1672,9;28,28;25,18562874;0,976047904;4,148149701;0,161676647;6,299832335;0,161676647;0,017964072;1,125748503;0,035928144;0,005988024
São Francisco do Glória (MG);2017;3161403;12;0;961,7;20,1;9,746;1;30,39333333;0,25;6,297916667;0,25;0;3,583333333;NA;0,333333333
Manoel Urbano (AC);2017;1200344;263;0;1866,261538;25,83;78,31907985;0,980988593;4,883053232;0,08365019;6,295901141;0,08365019;0,011406844;4,939163498;NA;0,003802281
Governador Newton Bello (MA);2017;2104651;60;0;1732,35;27,38;9,491666667;0,983333333;2,597816667;0,05;6,293766667;0,05;0,016666667;1,016666667;NA;NA
Vitória do Mearim (MA);2017;2112902;439;0;1784,5;28,2475;6,664829157;0,972665148;5,369646925;0,161731207;6,287742597;0,161731207;0,031890661;4,10022779;0,027334852;0
Colônia do Gurguéia (PI);2017;2202752;124;1;858,2;27,81;30,38676613;0,975806452;3,877572581;0,322580645;6,287153226;0,322580645;0,177419355;3,846774194;NA;0
Senhora de Oliveira (MG);2017;3166006;97;0;1103,1;20,19;11,11791753;0,824742268;6,86971134;0,288659794;6,26914433;0,288659794;0;2,237113402;NA;0,010309278
Santa Maria do Salto (MG);2017;3158102;48;0;776,9;23,8;36,75060417;0,979166667;20,81516667;0,25;6,256541667;0,25;0,104166667;4,375;NA;NA
Imperatriz (MA);2017;2105302;154;1;1731,7;27,705;10,23806494;0,545454545;3,851876623;0,214285714;6,256058442;0,214285714;0,084415584;2,279220779;0,136363636;0,006493506
Água Doce do Maranhão (MA);2017;2100154;595;1;1332,1;28,7;7,986457143;0,998319328;2,224403361;0,141176471;6,254210084;0,141176471;0,006722689;3,309243697;NA;NA
Carangola (MG);2017;3113305;26;0;1044,65;20,555;12,93642308;1;10,42826923;0,307692308;6,242038462;0,307692308;0;2,769230769;0;0,153846154
Chapadinha (MA);2017;2103208;3105;1;1536,633333;28,305;19,18207472;0,987439614;4,533966506;0,137198068;6,240548148;0,137198068;0,004186795;3,217713366;0,013848631;0,000644122
Varzedo (BA);2017;2933174;355;0;880,75;23,38;4,360507042;0,98028169;3,345287324;0,2;6,23856338;0,2;0;2,430985915;0,050704225;0
Monte Negro (RO);2017;1101401;37;0;1361,9;25,73;24,90705405;0,756756757;8,291513514;0,27027027;6,236189189;0,27027027;0,135135135;2,162162162;NA;0,027027027
Miradouro (MG);2017;3142106;70;0;961,7;20,2;14,5426;0,857142857;5,512428571;0,3;6,218614286;0,3;0,014285714;2,042857143;NA;0,385714286
Divinópolis de Goiás (GO);2017;5208301;11;0;908,9;23,645;55,7;0,818181818;7,485545455;0,090909091;6,208636364;0,090909091;0,181818182;2,727272727;NA;0
São Domingos do Prata (MG);2017;3161007;174;0;988,475;21,2675;44,23541379;0,448275862;9,736701149;0,247126437;6,197471264;0,247126437;0,120689655;2,408045977;0,143678161;0,034482759
Gracho Cardoso (SE);2017;2802601;150;0;970;25,35;22,92182;0,946666667;11,27807333;0,173333333;6,194766667;0,173333333;0,033333333;2,873333333;NA;0
Tutóia (MA);2017;2112506;2059;1;1332,1;28,6375;3,331600777;0,983972802;1,581478873;0,150558524;6,179891695;0,150558524;0,010684798;3,436134046;NA;NA
Conceição do Mato Dentro (MG);2017;3117504;225;0;941,25;20,775;20,98031111;0,933333333;6,598457778;0,28;6,158244444;0,28;0,431111111;2,88;0,035555556;0,093333333
Inhapim (MG);2017;3130903;154;0;922,4;22,7025;12,46956494;0,967532468;6,67588961;0,214285714;6,145603896;0,214285714;0,227272727;2,064935065;NA;0
Pacaraima (RR);2017;1400456;137;0;1516,566667;24,933333;20,46935036;0,759124088;3,444686131;0,065693431;6,144518248;0,065693431;0,02919708;3,693430657;NA;NA
Olaria (MG);2017;3145406;13;0;1063,4;18,765;44,05384615;0,769230769;25,27992308;0,153846154;6,120076923;0,153846154;0;2,153846154;NA;NA
São Benedito do Rio Preto (MA);2017;2110401;1218;1;1563,8;28,253333;2,91966913;0,997536946;3,373362069;0,089490969;6,100353038;0,089490969;0;2,807881773;0,009852217;NA
Portel (PA);2017;1505809;2094;0;2480,25;28,67375;7,500292264;0,997612225;1,419016714;0,078319007;6,100272684;0,078319007;0;3,299426934;0,001432665;0,000477555
São Sebastião da Vargem Alegre (MG);2017;3164431;7;0;924,85;21,365;5,055714286;1;6,524285714;0,142857143;6,098285714;0,142857143;0;1,571428571;0;0,285714286
São Paulo de Olivença (AM);2017;1303908;753;0;2638,0375;26,838125;1,928452855;0,948207171;1,529088977;0,100929615;6,0954834;0,100929615;0,009296149;5,97875166;0;NA
Peri Mirim (MA);2017;2108405;382;0;1880,45;27,96;5,669136126;0,989528796;3,767931937;0,138743455;6,094793194;0,138743455;0,015706806;2,916230366;0;NA
Igarapé do Meio (MA);2017;2105153;112;0;1784,5;28,27;9,217392857;0,883928571;1,145419643;0,0625;6,092910714;0,0625;0,053571429;3,053571429;0;0,008928571
Divisópolis (MG);2017;3122454;73;0;714,7;21,875;23,50787671;0,904109589;4,214630137;0,246575342;6,062931507;0,246575342;0,123287671;1,97260274;0,068493151;0
Córrego Novo (MG);2017;3120003;136;0;958,4;22,185;9,117058824;1;2,713580882;0,323529412;6,051911765;0,323529412;0,014705882;2,911764706;0;0,492647059
São João do Sabugi (RN);2017;2412104;53;0;635,9;25,55;29,9754717;0,943396226;8,552;0,320754717;6,040377358;0,320754717;0,490566038;2,981132075;NA;0,075471698
Malacacheta (MG);2017;3139201;296;0;836,466667;23,116667;18,52617568;0,969594595;3,912601351;0,192567568;6,030429054;0,192567568;0,094594595;2,699324324;0,02027027;0,027027027
Governador Edison Lobão (MA);2017;2104552;14;1;1731,7;27,83;21,7075;0,928571429;9,711142857;0,285714286;6,015857143;0,285714286;0,5;2,142857143;0,214285714;0
Redenção da Serra (SP);2017;3542305;23;0;1037,4;19,965;48,64826087;0,739130435;25,64504348;0,260869565;6,011173913;0,260869565;0,130434783;2,391304348;0,260869565;0,043478261
Pilar (PB);2017;2511509;219;0;841,4;25,6;5,857356164;0,867579909;4,446383562;0,310502283;6,009589041;0,310502283;0,123287671;2,310502283;NA;0
Jenipapo dos Vieiras (MA);2017;2105476;457;1;1034,9;27,77;11,87992123;0,986870897;1,431892779;0,100656455;6,005746171;0,100656455;0,01750547;2,035010941;NA;0,006564551
Guiricema (MG);2017;3129004;94;0;924,85;21,365;10,66;0,840425532;8,150914894;0,361702128;5,984531915;0,361702128;0,138297872;2,095744681;NA;0,265957447
Canápolis (BA);2017;2906105;380;1;680,35;25,34;16,85146316;0,934210526;4,287789474;0,255263158;5,941502632;0,255263158;0,252631579;2,75;0;0
Presidente Dutra (MA);2017;2109106;302;1;1120,3;28,015;16,6247053;0,973509934;4,616380795;0,168874172;5,940678808;0,168874172;0,043046358;3,582781457;0,013245033;0,142384106
Tejuçuoca (CE);2017;2313351;348;0;855,866667;27,383333;22,30607184;0,864942529;2,447048851;0,152298851;5,93904023;0,152298851;0,020114943;1,772988506;NA;0,005747126
Piritiba (BA);2017;2924801;491;0;474,2;23,37;11,80056619;0,99185336;3,304386965;0,201629328;5,936698574;0,201629328;0,095723014;2,226069246;0,022403259;0,010183299
Paramirim (BA);2017;2923605;778;0;605,1;23,33;10,81251542;0,985861183;3,109566838;0,312339332;5,912230077;0,312339332;0,179948586;3,643958869;NA;0,048843188
São Geraldo da Piedade (MG);2017;3161601;35;0;936,4;23,29;15,35597143;0,942857143;6,922285714;0,314285714;5,868942857;0,314285714;0,114285714;2,485714286;NA;0
Pancas (ES);2017;3204005;46;0;1175,3;24,38;8,221673913;0,934782609;7,321304348;0,239130435;5,846978261;0,239130435;0,413043478;2,47826087;NA;0
Carbonita (MG);2017;3113503;286;0;808,85;22,9125;25,68737413;0,986013986;5,061814685;0,276223776;5,844202797;0,276223776;0,115384615;2,104895105;0,034965035;0,031468531
Santa Maria da Vitória (BA);2017;2928109;624;1;657,98;25,638;20,34467949;0,961538462;4,71099359;0,243589744;5,842833333;0,243589744;0,241987179;2,801282051;0,012820513;0,008012821
Itaperuçu (PR);2017;4111258;244;0;1460,233333;17,333333;8,61170082;0,918032787;4,775827869;0,233606557;5,809036885;0,233606557;0,008196721;2,06147541;0,032786885;0,413934426
Barão de Melgaço (MT);2017;5101605;81;0;1243,122222;27,821111;6,234839506;0,938271605;2,649444444;0,333333333;5,806135802;0,333333333;0,012345679;2,518518519;NA;NA
Olho D'Água do Piauí (PI);2017;2207108;286;0;1324,6;28,95;8,924517483;0,982517483;3,022538462;0,178321678;5,783241259;0,178321678;0,055944056;2,174825175;0,024475524;0
Itiruçu (BA);2017;2916906;102;0;415,8;22,015;19,61666667;0,950980392;5,53054902;0,156862745;5,779088235;0,156862745;0,264705882;2,509803922;0,088235294;0,049019608
Rio do Prado (MG);2017;3155108;20;0;776,9;22,88;21,822;0,95;4,2326;0,3;5,7506;0,3;0;2,9;0;NA
Mirangaba (BA);2017;2921401;511;0;370,1;23,806;24,41816243;0,943248532;4,689937378;0,266144814;5,744266145;0,266144814;0,170254403;2,301369863;0,017612524;0,01369863
Barreirinhas (MA);2017;2101707;1857;1;1464,4;28,468;1,39282014;0,957996769;2,199868067;0,139472267;5,736628433;0,139472267;0,026386645;3,65266559;NA;0,010231556
Varzelândia (MG);2017;3170909;121;0;710,4;25,8675;17,96561157;0,727272727;9,168099174;0,140495868;5,733206612;0,140495868;0,429752066;3;0,041322314;0,049586777
Canto do Buriti (PI);2017;2202307;1241;0;810,742857;27,955714;21,53187027;0,992747784;27,83677035;0,171635778;5,729908944;0,171635778;0,053988719;2,813053989;0,032232071;0,000805802
Mata de São João (BA);2017;2921005;225;0;1288,5;25,4475;34,43022667;0,911111111;2,912888889;0,24;5,727311111;0,24;0,168888889;2,315555556;0,035555556;0
Abaíra (BA);2017;2900108;287;0;503,3;21,76;13,26098606;0,954703833;3,299327526;0,331010453;5,723484321;0,331010453;0,358885017;2,574912892;0,013937282;0,034843206
Turmalina (MG);2017;3169703;448;0;806,133333;22,9;12,97816071;0,921875;6,809404018;0,174107143;5,703736607;0,174107143;0,319196429;2,361607143;0,022321429;0,004464286
Coroaci (MG);2017;3119203;78;0;936,4;23,29;19,30265385;0,794871795;5,591679487;0,217948718;5,697705128;0,217948718;0,076923077;1,923076923;0,038461538;0
Várzea Grande (MT);2017;5108402;101;0;1446,4;27,823333;13,28034653;0,831683168;8,97250495;0,316831683;5,695069307;0,316831683;0,227722772;2,425742574;0,079207921;0
Jatobá do Piauí (PI);2017;2205276;247;0;1039,733333;28,556667;20,87375304;0,979757085;5,52559919;0,226720648;5,69188664;0,226720648;0,170040486;2,400809717;0,024291498;NA
Mantenópolis (ES);2017;3203304;129;0;1010;23,805;7,989302326;0,976744186;3,899821705;0,217054264;5,684682171;0,217054264;0,108527132;2,317829457;0;0,007751938
Floresta Azul (BA);2017;2911006;32;0;1530;23,18;4,1749375;1;2,1549375;0,5;5,6805;0,5;NA;1,65625;0;0
Minas Novas (MG);2017;3141801;1324;0;800,7;22,7525;11,52802719;0,967522659;3,872111782;0,20694864;5,676787764;0,20694864;0,320241692;2,694108761;0,012839879;0,124622356
Santa Rosa do Purus (AC);2017;1200435;392;0;1861,888889;25,607778;24,93497959;0,890306122;0,84769898;0,073979592;5,674068878;0,073979592;NA;4,579081633;0;0,00255102
Sabará (MG);2017;3156700;23;0;930,7;19,75;9,613913043;0,652173913;15,729;0,391304348;5,669608696;0,391304348;0,608695652;2,304347826;NA;0
Orizânia (MG);2017;3145877;22;0;961,7;20,215;3,3665;1;6,211136364;0,181818182;5,666818182;0,181818182;0;3,545454545;NA;0,409090909
Belo Oriente (MG);2017;3106309;166;0;958,4;22,785;7,794722892;0,939759036;5,198144578;0,355421687;5,665698795;0,355421687;0,018072289;1,987951807;0,048192771;0,018072289
Jucuruçu (BA);2017;2918456;268;0;988,466667;24,046667;13,81247388;0,985074627;2,245246269;0,25;5,663473881;0,25;0,014925373;2,600746269;0;0
São José da Vitória (BA);2017;2929354;5;0;1275,3;24,45;26,2872;0,8;1,6376;0;5,6554;0;0;2,2;0;0,4
Barro Alto (BA);2017;2903235;1220;0;420,2;22,995;9,805670492;0,993442623;6,408027869;0,17295082;5,653663115;0,17295082;0,189344262;2,386885246;0,174590164;0,016393443
Poté (MG);2017;3152402;389;0;772,3;22,8;14,84070951;0,956298201;2,967750643;0,303341902;5,645575835;0,303341902;0,028277635;2,488431877;0,023136247;0,087403599
Itamaraju (BA);2017;2915601;162;0;1161,533333;24,916667;9,237339506;0,969135802;4,10482716;0,172839506;5,641277778;0,172839506;0,061728395;2,450617284;NA;0,012345679
Itabaiana (SE);2017;2802908;554;0;970;25,425;3,636884477;0,981949458;8,326875451;0,297833935;5,633942238;0,297833935;0,288808664;2,597472924;0,018050542;0,005415162
Potiraguá (BA);2017;2925402;7;0;1275,3;23,77;4,5;1;5,855714286;0,142857143;5,607142857;0,142857143;0,142857143;2,285714286;0;0
Campo do Brito (SE);2017;2801009;506;0;970;25,425;5,166662055;0,9743083;7,550126482;0,314229249;5,600857708;0,314229249;0,043478261;2,436758893;0,007905138;0,001976285
São João do Soter (MA);2017;2111078;677;1;1301,466667;28,22;9,805920236;0,94534712;3,50867356;0,161004431;5,594493353;0,161004431;0,001477105;2,784342688;0,032496307;0,001477105
Guaraciaba (MG);2017;3128204;581;0;1032,4;20,6625;13,8873821;0,960413081;5,748488812;0,309810671;5,592240964;0,309810671;0,034423408;2,421686747;0,036144578;0,378657487
Lagarto (SE);2017;2803500;2881;0;1079,033333;25,396667;4,250138494;0,93474488;6,230340854;0,221797987;5,591268657;0,221797987;0,082263103;2,156889969;0,034015967;0,001041305
Wenceslau Braz (MG);2017;3172202;8;0;1071,5;18,66;22,93625;0,75;17,248125;0,5;5,590875;0,5;0;2;0,5;NA
Juramento (MG);2017;3136801;24;0;778;23,035;21,08041667;0,375;13,18008333;0,291666667;5,590625;0,291666667;0,458333333;3;0,125;0
Santo Antônio do Retiro (MG);2017;3160454;380;0;637,7;24,19;18,33017105;0,997368421;3,545131579;0,221052632;5,581160526;0,221052632;0,247368421;2,373684211;0,052631579;0,010526316
Frei Gaspar (MG);2017;3126802;59;0;792,7;23,923333;38,20416949;0,966101695;9,133847458;0,288135593;5,578389831;0,288135593;0,084745763;2,644067797;0,101694915;0,033898305
São Luiz do Paraitinga (SP);2017;3550001;31;0;1037,4;19,63;29,23541935;0,548387097;13,54248387;0,290322581;5,57083871;0,290322581;0,35483871;2,225806452;NA;0
Barra do Corda (MA);2017;2101608;809;1;1063,366667;27,85;24,22931273;0,980222497;2,665436341;0,13473424;5,570660074;0,13473424;0,018541409;2,725587145;0,008652658;0,070457355
NA;2017;2108702;157;1;1735,1;28,173333;13,70346497;1;2,869598726;0,114649682;5,555044586;0,114649682;0;3,038216561;0;0,108280255
Simões (PI);2017;2210706;820;0;475,8;26,52;14,49429878;0,975609756;3,462836585;0,157317073;5,537753659;0,157317073;0,001219512;2,956097561;0,034146341;NA
Laranjal (MG);2017;3138005;11;0;888;22,77;12,13363636;1;23,58218182;0,272727273;5,533909091;0,272727273;0,363636364;2,636363636;NA;0
Jaguaquara (BA);2017;2917607;478;0;826,1;22,0825;8,43090795;0,99790795;2,917449791;0,173640167;5,517148536;0,173640167;0,236401674;2,288702929;NA;0
Vargem Grande do Rio Pardo (MG);2017;3170651;205;0;637,7;23,2;23,33726829;0,917073171;2,595868293;0,219512195;5,512556098;0,219512195;0,151219512;2,556097561;0,029268293;0,004878049
Cachoeira de Pajeú (MG);2017;3102704;283;0;603,45;22,2225;34,20904594;0,402826855;4,880530035;0,35335689;5,504314488;0,35335689;0,028268551;2,537102473;NA;0
Tumiritinga (MG);2017;3169505;36;0;844,65;23,67;10,318;0,916666667;4,625388889;0,166666667;5,490611111;0,166666667;0,111111111;2,777777778;0;0
Presidente Sarney (MA);2017;2109270;785;0;1886,6;27,85;14,83722166;0,985987261;3,765982166;0,214012739;5,487073885;0,214012739;0,003821656;3,615286624;0;NA
Conceição do Lago0Açu (MA);2017;2103554;246;0;1784,5;28,27;14,99911789;0,987804878;1,99449187;0,154471545;5,483256098;0,154471545;0,008130081;3,613821138;0;NA
Itaueira (PI);2017;2205102;966;0;881,14;28,822;32,0497795;0,98757764;4,194930642;0,204968944;5,48126087;0,204968944;0,033126294;1,99689441;0,036231884;NA
Muniz Ferreira (BA);2017;2922201;337;0;880,75;23,38;4,917347181;0,985163205;5,501890208;0,21958457;5,474718101;0,21958457;0,020771513;2,614243323;0,014836795;NA
Bacuri (MA);2017;2101301;342;0;1942,05;27,965;2,397412281;0,970760234;2,491298246;0,137426901;5,458102339;0,137426901;0,00877193;4,330409357;0;NA
Juvenília (MG);2017;3136959;95;0;650,4;26,3025;23,36355789;0,894736842;6,278915789;0,210526316;5,452242105;0,210526316;0,189473684;2,505263158;0,084210526;0,010526316
Rio Vermelho (MG);2017;3156007;229;0;944,1;21,615;20,46665939;0,982532751;4,544174672;0,27510917;5,447934498;0,27510917;0,008733624;2,270742358;0,061135371;0,283842795
Primeira Cruz (MA);2017;2109403;399;1;1552,6;28,396667;0,752285714;0,94235589;1,667421053;0,117794486;5,446097744;0,117794486;0,007518797;3,380952381;0;NA
Ataléia (MG);2017;3104700;212;0;908,06;24,06;21,18465566;0,900943396;8,440316038;0,278301887;5,423089623;0,278301887;0,216981132;2,259433962;0,018867925;0,004716981
Dário Meira (BA);2017;2910008;138;0;1117,05;22,52;13,7109058;0,949275362;3,700217391;0,34057971;5,420173913;0,34057971;0,036231884;2,746376812;NA;0,007246377
Araioses (MA);2017;2100907;1857;1;1111,65;28,675;3,880248788;0,985998923;1,583741519;0,14916532;5,411783522;0,14916532;0,004308024;3,035541195;0,004846527;0,001077006
Messias Targino (RN);2017;2407609;3;0;635,9;25,915;13,33333333;0;6,267333333;0,333333333;5,400666667;0,333333333;0;3,333333333;0;0
Antas (BA);2017;2901601;696;0;451,8;25,11;9,026909483;0,923850575;4,15199569;0,245689655;5,398409483;0,245689655;0;1,454022989;0,060344828;0,015804598
Fátima (BA);2017;2910750;1468;0;451,8;24,925;8,598264305;0,80653951;6,699226158;0,246594005;5,393784741;0,246594005;0,016348774;3,160081744;0,26226158;0,018392371
